saleprice,age,neighborhood_order,local_conditions,was_remodeled,overall_qual,house_style_order_1.5,house_style_order_2.0,exter_qual,exterior_1n2,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,bldg_type_2fmcon,roof_style_hip,residential,functional,lot_frontage,lot_area,outside_porch_sf,garage_fin_area,garage_cars,paved_drive,bsmt_qual,bsmtfin_type_sf,bsmt_exposure,heating_qc,kitchen_qual,fireplace_qu,all_floors_sf,totrms_abvgrd,room_size,all_baths,gr_liv_area
149900,52,2,2,0,6,0,0,3,6,0,0,0,0,1,1,8,72.0,11027,280,904.0,2.0,2,3,3489.0,1,4,3,0,1293,5,258.6,3.0,1293
404000,1,4,2,0,9,0,0,5,10,0,0,0,0,1,1,8,95.0,12350,290,1792.0,3.0,2,5,7392.0,3,5,5,4,2020,7,288.57142857142856,3.0,2020
277500,44,2,2,1,7,0,1,3,8,0,0,0,0,0,1,8,72.0,18275,622,882.0,2.0,2,3,3180.0,4,3,3,4,2448,9,272.0,4.0,2448
178000,25,3,2,0,6,0,1,4,6,0,0,0,0,0,1,8,77.0,9206,238,1428.0,2.0,2,4,0.0,1,3,4,3,1732,7,247.42857142857142,2.5,1732
254000,3,4,2,0,8,0,0,4,6,0,0,1,0,1,1,8,48.0,6240,230,1650.0,2.0,2,4,5178.0,1,5,4,4,1324,6,220.66666666666666,3.0,1324
12789,87,2,2,1,2,0,0,3,2,0,0,0,0,0,1,8,68.0,9656,0,780.0,2.0,0,2,0.0,1,3,3,4,832,5,166.4,1.0,832
176000,12,2,2,1,7,0,0,3,6,0,0,0,0,0,1,8,63.0,7875,241,1206.0,2.0,2,4,0.0,1,4,3,3,1253,6,208.83333333333334,2.0,1253
342643,0,4,2,0,9,0,1,3,10,0,0,0,0,0,1,8,111.0,16259,394,1680.0,3.0,2,5,0.0,3,5,4,0,2596,9,288.44444444444446,3.5,2596
125500,40,1,2,0,5,0,0,3,6,0,0,0,0,0,1,8,70.0,6173,0,288.0,1.0,2,3,3594.0,1,3,3,0,902,6,150.33333333333334,1.0,902
150000,19,4,2,0,6,0,0,3,6,0,0,0,0,0,1,8,75.0,12890,444,438.0,2.0,2,4,0.0,1,5,3,3,1495,8,186.875,2.0,1495
261329,0,4,2,0,8,0,0,5,10,0,0,0,0,0,1,8,84.0,10440,256,1782.0,2.0,2,4,0.0,2,5,5,4,1584,6,264.0,2.0,1584
141000,4,3,2,1,7,0,0,3,10,0,0,0,0,0,1,8,63.0,7500,0,0.0,0.0,2,4,4080.0,1,5,4,0,1080,6,180.0,2.0,1080
153000,54,2,2,0,4,0,0,3,10,0,0,0,0,0,1,7,75.0,9532,225,840.0,1.0,2,3,3442.0,1,4,3,2,1647,6,274.5,2.0,1647
172500,1,3,2,1,7,0,0,4,6,0,0,1,0,0,1,8,53.0,3922,160,1944.0,3.0,2,5,0.0,3,5,4,4,1258,6,209.66666666666666,2.0,1258
153575,92,2,1,1,6,0,1,3,6,0,0,0,0,0,1,8,60.0,8730,259,384.0,1.0,2,3,0.0,1,5,3,0,1396,7,199.42857142857142,1.0,1396
124900,77,1,2,1,5,0,0,4,6,0,0,0,0,1,0,8,60.0,6060,282,216.0,1.0,0,3,3685.0,1,5,4,0,1001,5,200.2,1.0,1001
415298,1,4,2,1,9,0,0,5,10,0,0,0,0,0,1,8,107.0,14450,364,2196.0,3.0,2,5,0.0,4,5,5,5,2121,8,265.125,2.5,2121
119000,89,2,2,1,6,1,0,2,6,0,0,0,0,0,1,8,60.0,5400,176,207.0,1.0,2,3,0.0,1,5,3,0,1044,6,246.66666666666666,1.0,1480
227000,1,4,2,0,8,0,0,4,10,0,0,0,0,1,1,8,85.0,10000,189,1650.0,3.0,2,4,0.0,3,5,4,4,1588,7,226.85714285714286,2.0,1588
145500,49,2,2,1,5,0,0,4,6,0,0,0,0,0,1,8,72.0,10007,0,624.0,1.0,2,3,4030.0,1,5,4,0,1053,5,210.6,2.5,1053
61500,85,2,2,1,3,0,0,3,2,0,0,0,0,0,1,8,52.0,7830,78,200.0,1.0,0,2,832.0,1,3,3,0,492,3,164.0,2.0,492
192100,37,2,2,0,7,0,0,3,6,0,0,0,0,0,1,8,90.0,11727,146,1518.0,2.0,2,3,0.0,2,4,3,3,1851,8,231.375,2.0,1851
116000,94,1,1,1,6,0,1,3,6,0,0,0,1,0,1,8,60.0,10320,288,308.0,1.0,2,3,2138.0,1,5,3,0,1403,7,200.42857142857142,2.5,1403
145000,49,2,2,0,6,0,0,3,10,0,0,0,0,1,1,8,65.0,10482,224,528.0,1.0,2,3,3042.0,3,5,3,0,1138,6,189.66666666666666,1.5,1138
150500,32,3,2,1,5,0,0,3,6,0,0,0,0,0,1,8,61.0,8800,288,484.0,2.0,2,4,1496.0,2,3,4,0,1040,5,208.0,2.0,1040
175900,17,2,2,1,6,0,1,3,6,0,0,0,0,0,1,8,75.0,10000,241,1320.0,2.0,2,4,0.0,1,4,3,3,1655,7,236.42857142857142,2.5,1655
167900,35,3,2,0,6,0,0,3,8,0,0,0,0,1,1,8,78.0,10140,0,1056.0,2.0,2,3,4440.0,1,5,3,3,1116,6,186.0,3.0,1116
219210,0,2,2,0,7,0,1,4,10,0,0,0,0,0,1,8,58.0,14054,117,1980.0,3.0,2,4,0.0,3,5,4,4,1863,9,207.0,2.5,1863
189000,18,3,2,0,6,0,1,4,6,0,0,0,0,0,1,8,70.0,11218,739,924.0,2.0,2,4,0.0,1,5,4,3,1845,8,230.625,2.5,1845
136500,51,2,2,0,5,0,0,3,6,0,0,0,0,0,1,8,74.0,8856,183,584.0,1.0,2,3,3209.0,1,3,3,4,1176,6,196.0,2.0,1176
137900,44,1,2,1,5,0,0,3,6,0,0,0,0,1,1,8,65.0,7800,0,416.0,1.0,2,3,2382.0,2,5,4,0,892,5,178.4,2.0,892
85000,99,2,2,1,5,0,0,3,5,0,0,0,0,1,1,3,60.0,7200,256,280.0,1.0,2,3,2630.0,1,3,3,0,1022,4,255.5,2.0,1022
137900,55,2,2,0,5,0,0,3,6,0,0,0,0,1,1,5,89.0,10680,30,528.0,2.0,2,3,1512.0,1,3,3,0,2136,7,305.14285714285717,2.0,2136
195500,10,2,2,0,6,0,1,3,10,0,0,0,0,0,1,8,59.0,9535,182,1416.0,2.0,2,4,5106.0,4,5,3,0,1604,7,229.14285714285714,2.5,1604
128000,95,1,2,1,6,0,1,3,6,0,0,0,0,0,1,8,66.0,6858,202,216.0,1.0,2,4,0.0,1,3,2,0,1647,6,274.5,2.5,1647
135000,47,1,1,1,5,0,0,3,6,0,0,0,0,0,1,8,75.0,8100,132,420.0,1.0,2,3,3820.0,1,5,4,3,864,5,172.8,2.0,864
143195,33,3,2,0,5,0,0,3,6,0,0,0,0,0,1,8,70.0,9216,0,576.0,2.0,2,3,1470.0,3,3,3,2,1076,5,215.2,1.5,1076
79500,78,2,0,1,5,0,0,3,10,0,0,0,0,0,1,8,50.0,9100,0,308.0,1.0,1,3,0.0,1,3,3,0,779,4,233.75,1.0,935
192500,5,3,2,1,7,0,1,4,10,0,0,0,0,0,1,8,67.0,12774,236,956.0,2.0,2,4,0.0,3,5,4,0,1663,8,207.875,2.5,1663
129500,59,2,2,1,5,1,0,3,6,0,0,0,0,0,1,8,50.0,6000,12,308.0,1.0,2,3,1536.0,1,3,3,0,1328,6,221.33333333333334,1.5,1328
168000,12,2,2,1,6,0,1,3,6,0,0,0,0,0,1,8,63.0,10364,40,1119.0,2.0,2,4,0.0,1,4,3,3,1572,7,224.57142857142858,2.5,1572
105000,69,2,2,1,6,1,0,3,6,0,0,0,0,0,1,8,50.0,6000,0,240.0,1.0,2,3,528.0,1,5,3,4,1342,7,191.71428571428572,2.0,1342
143250,36,2,2,0,6,0,0,3,8,0,0,0,0,1,1,8,80.0,10530,352,576.0,2.0,2,3,1480.0,1,3,3,0,981,5,196.2,2.5,981
144000,13,3,2,1,5,0,0,3,10,0,0,0,0,0,1,8,75.0,9525,278,352.0,1.0,2,4,0.0,1,5,4,0,1099,6,183.16666666666666,1.5,1099
205000,16,3,2,1,7,0,1,4,10,0,0,0,0,0,1,8,65.0,8880,130,926.0,2.0,2,4,4170.0,1,5,4,2,2110,8,263.75,3.5,2110
143000,33,2,2,0,6,1,0,3,8,0,0,0,0,0,1,8,82.0,8410,193,528.0,2.0,2,4,4620.0,3,3,3,1,1026,5,205.2,2.0,1026
290000,7,4,2,0,9,0,0,4,10,0,0,1,0,0,1,8,42.0,4385,213,1764.0,2.0,2,5,5784.0,3,5,5,3,1419,5,283.8,2.5,1419
152000,13,3,2,0,5,0,0,3,10,0,0,0,0,0,1,8,82.0,12464,168,576.0,2.0,2,4,4392.0,1,4,4,0,1040,6,173.33333333333334,2.0,1040
191500,18,4,2,0,8,0,0,4,6,0,0,1,0,0,1,8,43.0,5005,226,1012.0,2.0,2,4,1315.0,1,5,4,0,1280,5,256.0,2.0,1280
317000,3,4,2,1,8,0,1,4,10,0,0,0,0,0,1,8,76.0,9591,343,1704.0,3.0,2,5,0.0,3,5,4,4,2473,9,274.77777777777777,2.5,2473
165250,67,1,2,1,7,1,0,3,6,0,0,0,0,0,1,8,70.0,6960,126,224.0,1.0,2,3,1290.0,1,5,4,4,1302,6,217.0,1.5,1302
123000,42,1,2,0,5,0,0,3,6,0,0,0,0,1,1,8,75.0,9825,420,264.0,1.0,2,3,1827.0,1,3,3,0,1092,6,182.0,1.0,1092
185000,52,1,3,0,6,0,0,3,6,0,0,0,0,0,1,8,88.0,14175,422,621.0,2.0,2,3,4656.0,4,3,3,3,1188,4,297.0,2.0,1188
120000,44,2,1,0,7,0,0,3,6,0,0,0,0,0,1,8,74.0,7400,0,528.0,2.0,2,3,1618.0,1,4,3,0,1045,6,174.16666666666666,2.0,1045
158500,41,3,2,0,6,0,0,3,6,0,0,0,0,1,1,8,88.0,10738,224,968.0,2.0,2,3,3960.0,1,4,3,2,1093,6,182.16666666666666,3.0,1093
173000,4,3,2,0,6,0,1,4,10,0,0,0,0,0,1,8,65.0,8366,183,1040.0,2.0,2,4,0.0,1,5,4,0,1640,6,273.3333333333333,2.5,1640
101800,45,2,2,0,4,0,0,3,6,1,0,0,0,0,1,8,70.0,9842,0,462.0,2.0,2,0,0.0,0,3,3,0,1224,6,204.0,2.0,1224
155000,73,1,1,1,7,0,1,4,6,0,0,0,0,0,1,8,60.0,7200,256,1152.0,2.0,2,4,2590.0,1,5,4,0,1135,6,189.16666666666666,2.0,1135
125000,84,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,60.0,10230,112,264.0,1.0,0,3,0.0,1,5,5,0,1078,6,179.66666666666666,1.0,1078
104500,51,2,2,0,4,0,0,3,6,0,0,0,0,0,1,8,52.0,8626,0,331.0,1.0,2,0,0.0,0,4,3,0,968,5,193.6,1.0,968
350000,5,4,2,1,9,0,1,4,10,0,0,0,0,1,1,8,74.0,8834,184,2214.0,3.0,2,5,7020.0,1,5,5,4,2224,10,222.4,3.5,2224
93500,56,2,2,0,3,0,0,3,7,1,0,0,0,0,1,8,60.0,8544,0,400.0,2.0,2,0,0.0,0,4,3,0,1040,6,173.33333333333334,2.0,1040
193000,9,3,2,0,7,0,1,4,10,0,0,0,0,0,1,8,68.0,9179,88,1176.0,2.0,2,4,3798.0,1,5,4,0,1790,7,255.71428571428572,3.5,1790
191000,86,3,2,1,6,0,1,3,6,0,0,0,0,0,1,7,79.0,11526,431,2016.0,2.0,2,5,0.0,1,2,3,4,2171,11,232.27272727272728,2.0,2555
110000,76,2,2,1,6,0,0,3,6,0,0,0,0,1,1,8,70.0,5684,113,270.0,1.0,0,3,0.0,1,5,4,0,813,5,162.6,1.0,813
261500,8,3,2,0,8,0,1,4,10,0,0,0,0,0,1,8,70.0,11885,282,1062.0,2.0,2,4,5940.0,3,5,5,3,1872,7,267.42857142857144,3.5,1872
128900,53,2,2,0,5,0,0,3,6,0,0,0,0,1,1,8,80.0,9600,0,338.0,1.0,2,3,1512.0,1,4,3,0,1050,5,210.0,1.0,1050
111000,53,1,2,0,4,0,0,3,6,0,0,0,0,1,1,8,75.0,10215,0,248.0,1.0,2,3,2460.0,1,5,3,0,948,5,189.6,1.0,948
90000,81,2,1,1,5,1,0,3,6,0,0,0,0,0,1,8,60.0,8550,0,576.0,2.0,2,2,0.0,1,3,3,0,1316,7,188.0,1.0,1316
129000,42,2,2,1,6,0,1,3,8,0,0,0,0,0,1,2,72.0,18450,265,596.0,2.0,2,4,2543.0,1,3,3,1,2380,7,340.0,2.5,2380
224000,54,3,3,1,6,0,0,4,6,0,0,0,0,1,1,8,63.0,14778,324,924.0,2.0,2,3,2912.0,1,5,4,4,1640,7,234.28571428571428,2.0,1640
165000,3,4,2,0,6,0,1,4,6,0,0,1,0,0,1,8,30.0,3180,166,960.0,2.0,2,4,2340.0,1,5,4,0,1200,5,240.0,3.5,1200
122000,90,2,2,1,6,0,1,3,10,0,0,0,0,0,1,8,52.0,3068,112,180.0,1.0,2,3,0.0,1,5,3,0,1324,6,220.66666666666666,1.5,1324
267300,1,4,2,1,8,0,0,4,10,0,0,0,0,1,1,8,68.0,8298,132,1004.0,2.0,2,4,3498.0,3,5,5,4,1564,6,260.6666666666667,2.0,1564
220000,44,2,0,0,6,1,0,3,8,0,0,0,0,0,1,8,90.0,33120,0,576.0,2.0,2,3,0.0,1,3,3,4,2486,8,310.75,2.0,2486
215700,11,3,3,0,6,0,1,3,10,0,0,0,0,0,1,8,85.0,13142,96,1200.0,2.0,2,4,4128.0,1,5,4,0,1771,6,295.1666666666667,3.5,1771
280000,5,4,2,1,8,0,0,4,6,0,0,0,0,0,1,8,107.0,11362,310,2586.0,3.0,2,5,6234.0,2,5,4,4,1836,7,262.2857142857143,3.0,1836
284000,5,4,2,1,8,0,0,4,10,0,0,0,0,0,1,8,92.0,10845,244,2196.0,3.0,2,4,6894.0,2,5,4,3,1575,7,225.0,3.0,1575
84500,37,1,2,0,4,1,0,3,10,0,1,0,0,0,1,8,21.0,1936,0,0.0,0.0,2,4,3518.0,3,4,3,0,630,3,210.0,2.0,630
192000,47,2,2,1,6,0,0,3,6,0,0,0,0,1,1,7,80.0,9760,1010,880.0,2.0,2,3,3394.0,4,3,3,3,1395,7,199.28571428571428,2.0,1395
105000,76,2,2,1,7,0,1,3,6,0,0,0,0,0,1,8,66.0,3960,348,200.0,1.0,0,3,0.0,1,3,4,1,1004,5,200.8,1.0,1004
216837,2,3,2,1,7,0,0,4,10,0,0,0,0,1,1,8,70.0,9100,153,1452.0,2.0,2,4,144.0,1,5,4,4,1836,8,229.5,2.0,1836
141500,48,2,2,0,5,0,0,2,6,0,0,0,0,0,1,8,80.0,9600,22,900.0,2.0,2,3,1974.0,1,3,4,0,1496,6,249.33333333333334,2.0,1496
130000,41,1,1,1,5,0,0,3,10,0,0,0,0,0,1,8,57.0,9764,0,900.0,2.0,2,3,2808.0,1,5,4,0,894,5,178.8,2.0,894
124000,31,3,2,0,5,0,0,3,6,0,0,0,0,0,1,8,60.0,8430,0,0.0,0.0,2,4,1848.0,1,3,3,0,1040,5,208.0,2.0,1040
150909,84,1,2,1,5,0,1,3,7,0,0,0,0,0,1,8,50.0,9060,386,0.0,0.0,2,4,2740.0,1,5,4,0,1828,6,304.6666666666667,2.0,1828
139500,54,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,66.0,12778,154,560.0,1.0,2,3,3948.0,1,5,3,0,1008,4,252.0,2.0,1008
79275,52,1,2,0,4,0,0,3,7,0,0,0,0,0,1,8,60.0,8172,196,528.0,2.0,0,3,3410.0,1,3,3,0,864,5,172.8,2.0,864
265900,1,4,2,0,8,0,0,4,10,0,0,0,0,1,1,8,64.0,9037,153,944.0,2.0,2,4,2568.0,3,5,5,4,1484,6,247.33333333333334,2.0,1484
91000,78,1,2,1,6,0,0,3,6,0,0,0,0,0,1,8,52.0,6292,141,160.0,1.0,2,4,1152.0,2,3,3,0,790,4,197.5,1.0,790
185000,32,2,2,0,5,0,1,3,6,0,0,0,0,0,1,8,85.0,11900,376,567.0,2.0,1,4,2000.0,1,5,3,3,1934,6,322.3333333333333,3.5,1934
141000,47,2,2,0,5,0,0,3,8,0,0,0,0,0,1,8,70.0,7945,0,600.0,1.0,2,3,2919.0,1,5,3,0,1150,6,191.66666666666666,2.0,1150
260116,0,4,2,1,8,0,1,4,10,0,0,0,0,0,1,8,134.0,16659,368,728.0,2.0,2,4,0.0,1,5,4,4,2152,7,307.42857142857144,2.5,2152
113000,68,1,2,1,4,0,0,3,6,0,0,0,0,1,1,8,50.0,9340,113,234.0,1.0,0,3,1032.0,1,3,3,0,672,4,168.0,2.0,672
225000,13,3,2,0,8,0,0,4,10,0,0,0,0,0,1,8,88.0,11454,210,2433.0,3.0,2,4,4620.0,4,5,4,2,1511,6,251.83333333333334,3.0,1511
113000,64,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,80.0,8480,0,240.0,1.0,2,3,2800.0,1,3,2,0,793,4,198.25,2.0,793
125200,35,1,2,0,6,0,0,3,8,0,0,0,0,0,1,8,65.0,6305,0,352.0,1.0,2,3,2640.0,3,3,3,2,1096,5,219.2,2.0,1096
319500,0,4,2,0,8,0,1,5,10,0,0,0,0,0,1,8,82.0,9709,276,2358.0,3.0,2,5,4668.0,4,5,5,4,2100,8,262.5,3.5,2100
140000,63,2,1,1,5,1,0,3,6,0,0,0,0,0,1,8,60.0,10930,0,288.0,1.0,2,3,2320.0,1,3,3,3,1558,6,259.6666666666667,2.5,1558
250764,48,4,2,0,6,0,0,3,8,0,0,0,0,0,1,8,74.5,50102,138,518.0,2.0,2,4,3636.0,4,3,3,4,1650,6,275.0,2.0,1650
250000,1,4,2,0,8,0,1,5,10,0,0,0,0,1,1,8,74.0,8899,124,1968.0,3.0,2,4,240.0,3,5,4,4,2088,10,208.8,2.5,2088
176000,2,2,1,1,6,0,1,4,10,0,0,0,0,0,1,8,65.0,10237,138,1200.0,2.0,2,4,0.0,1,5,4,4,1536,6,256.0,2.5,1536
174850,50,2,1,1,6,0,0,3,6,0,0,0,0,0,1,8,80.0,9736,0,464.0,2.0,2,3,3086.0,1,4,3,3,1721,8,215.125,1.0,1721
147000,31,2,2,0,6,0,1,3,6,0,0,1,0,0,1,8,24.0,2364,108,440.0,2.0,2,4,1600.0,1,3,3,3,1548,7,221.14285714285714,3.0,1548
99500,31,3,2,0,6,0,0,3,8,0,0,1,0,0,1,8,55.0,7892,28,264.0,1.0,2,4,0.0,1,3,3,3,918,5,183.6,2.0,918
398800,0,4,2,0,9,0,1,4,10,0,0,0,0,0,1,8,95.0,12350,197,1728.0,3.0,2,5,5916.0,1,5,5,4,2690,8,336.25,3.5,2690
175000,8,2,2,1,6,0,1,3,10,0,0,0,0,0,1,8,62.0,7917,40,920.0,2.0,2,4,0.0,1,5,3,3,1647,7,235.28571428571428,2.5,1647
109500,54,2,2,0,5,0,0,3,6,0,0,0,0,0,1,8,60.0,7200,0,350.0,1.0,2,3,0.0,1,3,3,0,825,4,206.25,1.5,825
163500,37,2,3,0,6,0,0,3,8,0,0,0,0,0,1,8,72.0,12155,147,484.0,2.0,2,4,2474.0,1,4,3,3,1657,7,236.71428571428572,2.5,1657
100000,65,2,1,1,4,0,0,3,6,0,0,0,0,0,1,8,51.0,7446,0,0.0,0.0,2,3,798.0,1,3,3,3,788,4,197.0,1.0,788
334000,14,4,2,1,8,0,1,4,8,0,0,0,0,0,1,8,105.0,11025,571,1776.0,3.0,2,5,6708.0,4,5,4,3,2826,9,314.0,3.5,2826
137250,42,1,2,0,5,0,0,3,6,0,0,0,0,1,1,8,65.0,7832,226,280.0,1.0,2,3,4650.0,1,5,3,0,864,4,216.0,2.0,864
320000,1,2,2,1,7,0,1,4,10,0,0,0,0,0,1,8,134.0,19378,539,1152.0,2.0,2,4,342.0,2,5,4,4,2462,9,273.55555555555554,3.5,2462
162000,51,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,80.0,9830,563,1728.0,2.0,2,3,1134.0,1,5,4,4,1287,7,183.85714285714286,2.0,1287
222000,1,4,2,0,7,0,0,5,6,0,0,0,0,0,1,8,72.0,4403,144,1452.0,2.0,2,5,3468.0,3,5,4,4,1478,7,211.14285714285714,3.5,1478
178000,6,2,2,0,7,0,1,4,10,0,0,0,0,0,1,8,63.0,8174,156,1179.0,2.0,2,4,2964.0,1,5,4,3,1342,7,191.71428571428572,3.5,1342
119000,70,2,2,1,5,0,0,3,6,0,0,0,0,0,1,8,60.0,7200,154,240.0,1.0,2,3,2040.0,1,3,4,4,804,4,201.0,2.0,804
169500,45,2,3,0,5,0,1,3,10,0,0,0,0,0,1,8,69.0,7590,168,528.0,1.0,2,3,2700.0,1,3,3,3,1812,8,226.5,2.0,1812
236000,9,2,2,0,7,0,1,4,10,0,0,0,0,0,1,8,63.0,8795,278,1662.0,2.0,2,4,1800.0,1,5,4,3,2256,8,282.0,2.5,2256
294464,1,3,2,1,8,0,0,5,10,0,0,1,0,1,1,8,44.0,3843,368,1575.0,2.0,2,5,8856.0,4,5,5,4,1648,5,329.6,3.5,1648
206900,39,2,2,0,6,0,1,3,6,0,0,0,0,0,1,8,85.0,11075,280,576.0,2.0,2,2,3052.0,2,3,3,4,2112,9,234.66666666666666,2.5,2112
233000,6,3,2,0,7,0,1,4,10,0,0,0,0,0,1,8,76.0,10142,45,1236.0,2.0,2,4,3936.0,1,5,4,0,2084,8,260.5,3.5,2084
108000,82,2,2,1,6,0,0,3,6,0,0,0,0,0,1,8,56.0,7741,112,280.0,1.0,2,3,788.0,1,4,3,0,1032,5,206.4,1.0,1032
165000,13,2,2,1,6,0,1,3,10,0,0,0,0,0,1,8,65.0,8139,241,1260.0,2.0,2,4,2380.0,1,4,3,3,1470,7,210.0,2.5,1470
134900,30,3,2,0,5,0,0,3,10,0,0,0,0,0,1,8,45.0,8982,0,748.0,2.0,2,4,2695.0,3,3,3,0,1040,5,208.0,1.5,1040
113000,68,2,2,1,5,1,0,4,2,0,0,0,0,0,1,8,51.0,6120,136,240.0,1.0,2,3,0.0,1,5,3,0,884,5,176.8,1.0,884
147900,11,3,2,0,5,0,0,3,10,0,0,0,0,0,1,8,70.0,16561,306,242.0,1.0,2,4,2745.0,1,5,3,0,1097,6,182.83333333333334,2.5,1097
99900,87,1,1,1,5,0,0,3,6,0,0,0,0,0,1,8,56.0,4060,96,0.0,0.0,2,2,0.0,1,5,3,0,864,4,216.0,1.0,864
143000,33,2,2,0,6,0,1,3,6,0,0,1,0,0,1,8,24.0,2308,0,920.0,2.0,2,4,2018.0,1,4,3,0,1456,7,208.0,2.5,1456
114500,72,2,2,1,6,1,0,3,6,0,0,0,0,0,1,8,52.0,6240,112,528.0,2.0,2,3,0.0,1,3,3,4,816,6,196.0,1.0,1176
129200,39,1,2,0,5,0,0,3,10,0,0,0,0,0,1,8,70.0,8789,64,288.0,1.0,2,3,1977.0,2,3,3,1,941,6,156.83333333333334,1.0,941
392500,0,3,2,0,8,0,0,5,10,0,0,1,0,1,1,8,64.0,5587,368,1446.0,2.0,2,5,8880.0,4,5,4,4,1652,5,330.4,3.5,1652
266500,69,3,2,1,7,0,1,5,10,0,0,0,0,0,1,8,66.0,9042,60,504.0,1.0,2,3,1650.0,1,5,4,4,2340,9,260.0,2.0,2340
177500,11,2,2,0,7,0,0,4,10,0,0,0,0,0,1,8,57.0,8923,256,1188.0,2.0,2,4,1134.0,1,4,3,3,1382,7,197.42857142857142,2.5,1382
139500,41,2,2,0,5,0,0,3,6,0,0,0,0,0,1,8,75.0,12518,144,384.0,1.0,2,3,2660.0,1,4,4,0,1008,6,168.0,1.0,1008
170000,2,3,2,0,6,0,1,4,10,0,0,0,0,0,1,8,85.0,11069,136,1320.0,2.0,2,4,0.0,1,5,4,4,1396,6,232.66666666666666,2.5,1396
224500,43,2,2,1,6,0,1,3,6,0,0,0,0,0,1,8,80.0,8800,161,1078.0,2.0,2,3,2070.0,1,5,3,4,2154,8,269.25,2.5,2154
290000,6,4,2,1,8,0,1,4,10,0,0,0,0,0,1,8,96.0,13262,154,2190.0,3.0,2,4,0.0,1,5,4,4,2400,10,240.0,3.5,2400
169500,76,1,2,1,7,1,0,3,4,0,0,0,0,0,1,8,63.5,7758,184,240.0,1.0,2,3,448.0,1,5,3,3,1818,7,259.7142857142857,1.5,1818
240000,5,2,2,1,7,0,0,4,10,0,0,0,0,1,1,8,43.0,12118,328,1650.0,2.0,2,5,0.0,2,5,4,4,1710,7,244.28571428571428,2.0,1710
144000,52,2,2,0,5,0,0,3,6,0,0,0,0,1,1,8,80.0,9600,175,864.0,1.0,2,3,1472.0,1,5,3,0,1150,6,191.66666666666666,2.0,1150
165000,43,2,1,1,6,0,1,3,10,0,0,0,0,0,1,8,100.0,9500,52,1080.0,2.0,2,3,1326.0,1,3,3,3,1977,9,219.66666666666666,2.0,1977
145000,19,3,2,1,6,0,0,4,9,0,0,1,0,0,1,8,50.0,7175,60,1084.0,2.0,2,4,0.0,1,4,4,0,1332,5,266.4,2.0,1332
114000,46,1,2,0,5,0,0,3,6,0,0,0,0,0,1,8,38.0,11200,144,504.0,2.0,0,3,0.0,2,5,3,0,1298,5,259.6,2.0,1298
395000,1,4,2,0,8,0,0,4,10,0,0,0,0,1,1,8,110.0,14226,360,2685.0,3.0,2,4,0.0,3,4,4,4,1973,9,219.22222222222223,2.0,1973
105500,33,1,2,0,6,0,1,3,6,0,0,1,0,0,1,8,24.0,2760,0,440.0,2.0,2,3,0.0,1,3,3,0,1092,6,182.0,1.5,1092
254900,12,2,2,1,8,0,1,4,10,0,0,0,0,0,1,8,85.0,11050,70,741.0,3.0,2,4,3690.0,1,5,4,3,1916,8,239.5,3.5,1916
102000,57,2,2,0,5,0,0,3,6,0,0,0,0,0,1,6,60.0,7200,171,357.0,1.0,2,3,864.0,1,2,3,3,1238,6,206.33333333333334,1.5,1238
230000,8,3,2,0,7,0,1,4,10,0,0,0,0,0,1,8,79.0,12420,45,1244.0,2.0,2,4,3996.0,1,5,4,0,1840,6,306.6666666666667,3.5,1840
137500,87,2,2,1,5,0,1,3,6,0,0,0,0,0,1,8,51.0,6120,174,180.0,1.0,0,3,0.0,2,5,3,0,1513,8,189.125,1.5,1513
138000,80,2,2,1,5,0,0,4,6,0,0,0,0,0,1,8,55.0,7111,265,288.0,1.0,2,3,1904.0,1,3,3,1,1143,5,228.6,1.0,1143
156500,26,3,2,0,6,0,0,4,6,0,0,0,0,0,1,6,66.0,19255,0,576.0,2.0,2,4,2910.0,3,4,4,1,1338,5,267.6,1.5,1338
124500,39,2,2,0,4,0,0,3,6,0,0,0,0,0,1,8,70.0,8120,0,463.0,2.0,2,3,955.0,1,5,3,0,864,5,172.8,1.0,864
190000,30,3,3,0,7,0,1,3,7,0,0,0,0,0,1,8,92.0,11952,276,1068.0,2.0,2,4,0.0,1,3,3,4,1969,8,246.125,2.5,1969
159895,1,3,2,0,7,0,0,4,10,0,0,0,0,0,1,8,43.0,3182,116,1164.0,2.0,2,4,0.0,3,5,4,4,1266,6,211.0,2.0,1266
189000,87,1,1,1,5,0,1,3,6,0,0,0,0,0,1,8,51.0,9842,484,1242.0,2.0,2,3,0.0,1,5,3,0,2601,8,325.125,3.5,2601
124000,42,1,2,0,5,0,0,3,6,0,0,0,0,0,1,8,70.0,8020,0,0.0,0.0,2,3,3220.0,1,3,3,0,912,6,152.0,1.0,912
121500,53,1,2,1,5,0,0,3,6,0,0,0,0,1,1,5,70.0,11341,95,528.0,2.0,2,4,6510.0,1,3,3,4,1392,5,278.4,2.5,1392
146000,51,2,2,0,5,0,0,3,6,1,0,0,0,0,1,8,76.0,12436,0,484.0,2.0,2,3,0.0,1,2,3,0,1824,9,202.66666666666666,2.0,1824
